c generated randomly
c 8x8 board with 9 colors
p tile 8 8
0 1 3 0
0 1 6 1
0 1 2 1
0 3 6 1
0 3 5 3
0 2 9 3
0 2 9 2
0 0 3 2
3 3 2 0
6 1 7 3
2 2 4 1
6 5 3 2
5 1 2 5
9 6 2 1
9 2 8 6
3 0 1 2
2 1 3 0
7 3 4 1
4 7 4 3
3 3 3 7
2 2 8 3
2 3 5 2
8 1 6 3
1 0 1 1
3 2 1 0
4 5 9 2
4 8 4 5
3 1 9 8
8 1 8 1
5 8 7 1
6 3 7 8
1 0 2 3
1 1 2 0
9 6 8 1
4 9 7 6
9 6 1 9
8 7 2 6
7 7 9 7
7 1 5 7
2 0 3 1
2 2 3 0
8 1 9 2
7 9 2 1
1 2 9 9
2 5 3 2
9 9 9 5
5 3 8 9
3 0 1 3
3 2 3 0
9 3 5 2
2 4 6 3
9 6 2 4
3 4 4 6
9 4 5 4
8 1 7 4
1 0 3 1
3 3 0 0
5 2 0 3
6 3 0 2
2 2 0 3
4 1 0 2
5 2 0 1
7 2 0 2
3 0 0 2

