c generated randomly
c 8x8 board with 9 colors
p tile 8 8
0 1 2 0
0 3 6 1
0 3 3 3
0 2 6 3
0 2 1 2
0 1 4 2
0 3 7 1
0 0 2 3
2 3 1 0
6 8 4 3
3 7 6 8
6 9 9 7
1 8 2 9
4 6 3 8
7 1 9 6
2 0 3 1
1 3 3 0
4 5 8 3
6 7 4 5
9 4 1 7
2 6 7 4
3 3 5 6
9 3 6 3
3 0 2 3
3 1 3 0
8 9 6 1
4 7 4 9
1 8 4 7
7 9 8 8
5 3 1 9
6 3 4 3
2 0 1 3
3 2 2 0
6 4 6 2
4 8 9 4
4 6 4 8
8 1 1 6
1 8 3 1
4 1 4 8
1 0 3 1
2 3 2 0
6 5 7 3
9 4 4 5
4 2 4 4
1 1 6 2
3 1 5 1
4 2 8 1
3 0 3 2
2 2 1 0
7 4 4 2
4 5 6 4
4 9 5 5
6 4 4 9
5 9 3 4
8 1 1 9
3 0 2 1
1 3 0 0
4 3 0 3
6 3 0 3
5 3 0 3
4 1 0 3
3 1 0 1
1 3 0 1
2 0 0 3

